"customerID","Visit","Week","Discount","Target","Distant","Income","Gender"
1,0,1,0,0,4.82683468921221,235,1
1,1,2,0,0,4.82683468921221,235,1
1,1,3,38,1,4.82683468921221,235,1
1,0,4,96,1,4.82683468921221,235,1
1,0,5,9,0,4.82683468921221,235,1
1,0,6,0,1,4.82683468921221,235,1
1,1,7,11,0,4.82683468921221,235,1
1,1,8,0,1,4.82683468921221,235,1
1,1,9,54,1,4.82683468921221,235,1
1,0,10,0,0,4.82683468921221,235,1
1,0,11,24,1,4.82683468921221,235,1
1,3,12,0,0,4.82683468921221,235,1
1,0,13,84,1,4.82683468921221,235,1
1,0,14,0,1,4.82683468921221,235,1
1,0,15,61,0,4.82683468921221,235,1
1,0,16,92,0,4.82683468921221,235,1
1,0,17,12,0,4.82683468921221,235,1
1,1,18,58,0,4.82683468921221,235,1
1,1,19,20,0,4.82683468921221,235,1
1,0,20,0,0,4.82683468921221,235,1
1,0,21,3,0,4.82683468921221,235,1
1,1,22,0,1,4.82683468921221,235,1
1,1,23,0,1,4.82683468921221,235,1
1,1,24,51,0,4.82683468921221,235,1
1,0,25,0,1,4.82683468921221,235,1
1,2,26,59,0,4.82683468921221,235,1
1,2,27,75,0,4.82683468921221,235,1
1,0,28,0,1,4.82683468921221,235,1
1,1,29,12,0,4.82683468921221,235,1
1,0,30,17,1,4.82683468921221,235,1
1,0,31,0,0,4.82683468921221,235,1
1,1,32,0,1,4.82683468921221,235,1
1,0,33,40,1,4.82683468921221,235,1
1,0,34,21,1,4.82683468921221,235,1
1,1,35,0,1,4.82683468921221,235,1
1,0,36,0,1,4.82683468921221,235,1
1,0,37,12,0,4.82683468921221,235,1
1,2,38,0,0,4.82683468921221,235,1
1,0,39,79,1,4.82683468921221,235,1
1,0,40,7,1,4.82683468921221,235,1
1,1,41,38,0,4.82683468921221,235,1
1,1,42,58,0,4.82683468921221,235,1
1,1,43,0,1,4.82683468921221,235,1
1,0,44,0,0,4.82683468921221,235,1
1,3,45,0,0,4.82683468921221,235,1
1,2,46,31,1,4.82683468921221,235,1
1,0,47,7,0,4.82683468921221,235,1
1,1,48,1,0,4.82683468921221,235,1
1,0,49,37,1,4.82683468921221,235,1
1,0,50,91,0,4.82683468921221,235,1
2,3,1,0,0,4.04309615768444,152,0
2,1,2,83,0,4.04309615768444,152,0
2,0,3,37,1,4.04309615768444,152,0
2,0,4,99,1,4.04309615768444,152,0
2,0,5,60,0,4.04309615768444,152,0
2,0,6,0,0,4.04309615768444,152,0
2,0,7,49,1,4.04309615768444,152,0
2,0,8,3,1,4.04309615768444,152,0
2,1,9,2,1,4.04309615768444,152,0
2,0,10,0,1,4.04309615768444,152,0
2,1,11,71,1,4.04309615768444,152,0
2,1,12,0,0,4.04309615768444,152,0
2,0,13,33,1,4.04309615768444,152,0
2,1,14,14,1,4.04309615768444,152,0
2,0,15,0,0,4.04309615768444,152,0
2,0,16,0,1,4.04309615768444,152,0
2,2,17,45,1,4.04309615768444,152,0
2,1,18,0,0,4.04309615768444,152,0
2,0,19,89,0,4.04309615768444,152,0
2,0,20,0,0,4.04309615768444,152,0
2,1,21,0,1,4.04309615768444,152,0
2,2,22,26,1,4.04309615768444,152,0
2,0,23,0,1,4.04309615768444,152,0
2,1,24,22,0,4.04309615768444,152,0
2,0,25,82,0,4.04309615768444,152,0
2,0,26,0,1,4.04309615768444,152,0
2,1,27,0,1,4.04309615768444,152,0
2,2,28,0,0,4.04309615768444,152,0
2,0,29,26,0,4.04309615768444,152,0
2,0,30,49,0,4.04309615768444,152,0
2,0,31,0,1,4.04309615768444,152,0
2,0,32,96,0,4.04309615768444,152,0
2,1,33,15,1,4.04309615768444,152,0
2,2,34,0,0,4.04309615768444,152,0
2,1,35,90,1,4.04309615768444,152,0
2,0,36,0,0,4.04309615768444,152,0
2,0,37,30,0,4.04309615768444,152,0
2,0,38,0,1,4.04309615768444,152,0
2,0,39,96,1,4.04309615768444,152,0
2,1,40,73,1,4.04309615768444,152,0
2,1,41,99,1,4.04309615768444,152,0
2,1,42,65,0,4.04309615768444,152,0
2,1,43,0,1,4.04309615768444,152,0
2,0,44,0,1,4.04309615768444,152,0
2,1,45,0,1,4.04309615768444,152,0
2,2,46,82,0,4.04309615768444,152,0
2,0,47,0,0,4.04309615768444,152,0
2,2,48,0,1,4.04309615768444,152,0
2,0,49,0,0,4.04309615768444,152,0
2,0,50,0,1,4.04309615768444,152,0
3,0,1,88,0,2.64072027163979,177,1
3,2,2,63,0,2.64072027163979,177,1
3,2,3,69,1,2.64072027163979,177,1
3,0,4,0,1,2.64072027163979,177,1
3,0,5,44,1,2.64072027163979,177,1
3,0,6,33,0,2.64072027163979,177,1
3,1,7,0,0,2.64072027163979,177,1
3,0,8,0,0,2.64072027163979,177,1
3,1,9,0,1,2.64072027163979,177,1
3,0,10,58,0,2.64072027163979,177,1
